productcode,review_id,review
8529358,23493369,"I've found all the top sizes 2 sizes too small for me, even though I measured myself and looked at their size chart. Tops come down to my belly button, wrists are too tight to get over watches, and zips don't do up as they don't reach across my chest.    I'm 6ft1 slim 75kg and ordered the M-L"
8529358,23211290,I can’t get enough of Van Rysel product amazing quality and comfort thank you Van Rysel
8529358,23067208,"Loved the jacket, light weight and can easy to store. Used it for both wet weather cycling and running."
8529358,22780033,A great lightweight rain jacket which folds up small. Wind proof and breathable.
8529358,22547032,Need to get 2 bigger sizes up
8529358,21765116,Love this jacket. Fragile though...mind you I did come off at 30kph and it ripped...but bought a new one...nuff said. Mind you packing in pocket is tight...my wife has the knack.
8529358,21443079,good garment. Note this is a race cut so check sizes and don't assume they are the same as earlier purchases. They are not.  Purchased to replace an older version. identical design bar the Van Rysel rather than Btwin logo. But sizing totally different. Large fit now far too snug and compared to the Btwin is a thinner cut on arms and torso yet length identical. Bad idea to change size spec. will be returning the item.
8529358,21339999,Body fits perfectly.   Area around the elbow area is tight
8529358,21311528,เสื้อตัวนี้รีวิวจาก ตปท. ได้คะแนนดีมาก เกินราคา ผมซื้มาไว้สำหรับใส่ตอนหน้าหนาว ละแวกบ้านที่เชียงรายนี่อากาศเย็นและชื้น ใส่ตัวนี้ขี่กลางคืน กันลม กันละอองความชื้นได้ดี ทั้งในและนอกเลย
8529358,21300780,"Despite having a function that allows it to be tucked into its pocket, there is no instructions on how to, and does not feel like it can fit into that pocket."
8529358,20316318,"Lovely, lightweight jacket which is both water and windproof. Great fit and looks the part too"
8529358,20230475,"Very disappointing experience with this product. I brought it along with me while I commute to work today and it happened to rain before I alighted the bus. I wore it and even had an umbrella with me, yet I was wet because the wind was blowing the rain onto my body.     I would return the product for a refund if it's allowed."
8529358,20140841,"Lightweight, packs away nicely and does what it says. Brilliant."
8529358,19898911,Happy 😃
8529358,19856533,10/10
8529358,19788744,"Great occasionally use showerproof jacket, very packable"
8529358,19139988,"Haven't tried it in the rain yet but so far so good. Very thin, nice colour, good arm lengths, nice little pocket in the back to pack it, contrary to what others are saying, it does pack into the little pocket but you would have to stop riding your bike for 2 minutes to put it in. I bought a L and I am 5'10, 78kg fits me perfectly. I am usually a medium but with all cycling gear I go a size up. So I recommend going a size up at least for this."
8529358,18102594,"A nice fitting smart jacket for light showers. On a recent ride I encountered a shower and am pleased to say the jacket kept me dry. Folds down to the size of a fist so easy to carry, looks smart too."
8529358,17833477,"I really like this jacket. It does keep the worst of a downpour off you, and has great ventilation, and it’s very light. Best used as an extra layer when it’s warm and wet out. It is also fairly windproof. My only criticism is the xx size doesn’t fit easily into its pocket. Maybe if I were an s it would be fine, but it’s only just too big. Price is fair, and it looks fairly pro."
8529358,17778910,"Used during medium rain for 5 hours, no leaks. Back ventilation allows for good airflow avoiding ""sauna effect"". Packs light and small fits in a jersey pocket and doesn't take much space in my framebag."
8529358,17312786,Comfortable to wear and works as intended. :)
8529358,17195296,Amazing coat and amazing performance.
8529358,16975527,"Nice and compact, but as a slim guy I still needed to go for the next size up when compared to the size guide. The pocket/pouch is way too small to fold the jacket into, so will need to find a separate pouch."
8529358,16670255,light and compact. A product that did the job with affordable price
8529358,16342010,Amazing product and quality
8529358,15832726,Ultra light wind and rain jacket that is durable and easily packs away in your jersey pocket. Great for cool early morning starts or unstable weather days. Great for long treks into the mountains and changing climates.
8529358,15765628,"I would suggest you go a size up when purchasing this item. The pocket is far to SMALL to roll the jacket into. In regards to its actual use, have had it on once when the rain started, but couldn't test it as the rain stopped, kept it on as the weather in Scotland is unpredictable and it kept the wind out."
8529358,15561450,"Great jacket for light drizzle/shower or setting out early morning as an additional layer, easily foldable. It will not protect you against heavy sustained showers though."
8529358,15107608,Good fit but a bit expensive
8529358,14882193,"Fantastic rain jacket that packs down into a cycling jersey back pocket. Excellent quality, breathes and better looking than some of the expensive brands."
8529358,14747940,"bought for summer,good tight fit,lightweight,"
8529358,14446271,Good
8529358,13570132,"Good well made jacket. Go for a size up from what you would normally buy.Ideal for those long rides. Easily fits into your back pocket, keeps the wind out without overheating, fine in a light drizzle but anything heavier than that it does start to seep through, so not quite as waterproof as claimed but overall still a good buy."
8529358,13105294,"this jacket is not even shower proof, even the slightest bit of rain goes through it, my windproof jacket is more waterproof than this.."
8529358,12915046,"It's small and will protect you from the wind, mostly. It is not really waterproof. Not more than any other non-waterproof material really. It does pack very small though, which is nice."
8529358,12300627,"I’ve not tested it in the rain yet, but the jacket fits well and feels really good. But as others have mentioned the stuff sack is pointless - nowhere near big enough, so now I’ll have to get a separate stuff sack. It’s a shame as it would be perfect otherwise."
8529358,11943698,"I personally like the design, smart black and its light.   I love it! Kudos Decathlon!"
8529358,11911294,"Got useful within the week, when out cycling at Changi Coastal Road one night. Without the jacket, I would have been very cold with the rain and strong wind. Packs very well into small package. Would be even better if it folds into its own pocket."
8529358,11713611,"I love this jacket. It’s light and fits just right. It does the job in light rain and even in a short downpour. The only thing that lets it down is the pocket size, it’s simply too hard to get the whole XXL jacket Into it. I had to resort to buying a separate pouch for it."
8397296,23500299,"I ordered this particular down jacket, the Forclaz Men's MT 100 Hooded Down Puffer, after doing much research online. After receiving and wearing it for several week I am very pleased! It so light weight but don't let that full you. The 800 down fill keeps me warm in cold temps. It has become my go to jacket and I look for opportunities to wear it I'm so pleased with the jacket. As others would recommend, I would too. That you order a size up from you normal size. The extra large fits me perfect at about 5'10 185 pounds. If you're looking for a great light weight quality puffer jacket at a very reasonable price, this is it!"
8397296,23477811,"My wife and I and my in-laws all purchased jackets from Decathlon for a Grand Canyon backpacking trip. Did it's job and purchased to leave my more expensive down jackets at home. Performed exceptional for it's price. My MIL fell and tore open her jacket and we were able to patch it up no problem, only losing a few feathers. Wish the zipper was on the right side instead of the left side, but not a deal breaker as I have a few other jackets like that."
8397296,23465804,Not for -5°c temperature
8397296,23364233,At this price I never recommend this. Not warm even in 10'c . Don't go for it. Waste.
8397296,23362083,The garment had lots of long sewing threads present and the badge was sew badly and not straight. Not the manufacturing quality I expect from Decathlon...
8397296,23330900,Awesome
8397296,23286528,Was looking for something cheap and packable to throw in the rucksack for trips. It hits that requirements and more and I have started using it as my daily jacket. May buy a trek 500 and compare for colder weather.
8397296,23276592,"Let’s be honest, most US residents haven’t heard of Decathlon. I, myself was one of them but I have been wanting to try a more affordable options out there as most of the “name brands” are ridiculously price out of a lot of consumers price range. I stumbled onto this jacket and was hesitant at first since the price was a lot lower. I was afraid of getting what I paid for, but to my surprise the jacket felt pretty well made and very comfortable to wear. My measurement showed that I should be purchasing a Extra Small, but I went with a Medium and it fits perfectly. This will not be the last Decathlon product that I’ll be purchasing."
8397296,23276529,"I’m am shocked! I’ve been buying brands like Arc’teryx, Mountain Hardwear, Marmot, Patagonia for the last 20 years with the odd Columbia, Helly Hensen and north face. Typically i would have had one of this jackets with me but I was on a trip to Halifax and the weather turned out to be much colder than expected. I would not convince to buy myself another high price jacket at MEC. So when we went to Decathlon for other items, I was a bit sceptical when I saw this jacket at such a great price! I tried it in the store and within seconds I could not believe the heat retention. So I thought, heck, at this price, what do I have to lose??? This is one of the Best Buy I’ve done for quality and warmth and definitely THE best by far when it comes to price!"
8397296,23219033,Great jacket
8397296,23090135,Superub
8397296,23088679,I bought this down jacket just over two years ago and it worked fine until the zip broke recently. I contacted customer services as I would expect it to last much longer than 3 years and asked them to repair it or replace it. They told me it is not covered by a warranty and that it was tough luck. I used to think Decathlon had great customer service and they produced high quality goods but not now. I have bought other brands including Rab and Timberland that have last much longer and are still going strong. I will invest in a better quality product in future and avoid this poor quality product.
8397296,23086299,Good product. i am using it in rain and till now it has not betrayed me
8397296,23041266,Very good product
8397296,23016937,Best quality. Suitable for -5 to -8 degree … very compact n u can completely fold n wrap in the pocket…
8397296,22995241,"Wondwrful jacket..almost wearing for 2 years. But last sunday i met with an accident on bike while i was wearinv this jacket... so i got a tear on elbow and some dragged scratched on jacket...  So, can it be repaired... please help ?"
8397296,22861479,I love it.
8397296,22829373,"Jacket I got,it from decathlon and this is worst I ever had nothing is in there just plastic  I used this jacket hardly 4 to 5 times and when I start wearing it again so one of my friend told me that they might sent you defective piece he purchased much cheaper jacket then this and thats really warm."
8397296,22822668,The fabric used is of very bad quality.
8397296,22797569,What decathlon mention on product is what it delivers. The jacket is so light and flexible that you will br able to do every activity freely. Its provides greater flexibility to movement and is ready best buy for cold winters
8397296,22758024,Not much warm as expected. Its mentioned that its for upto -5 temperature. But in its ok in above 10 degree.
8397296,22746665,These run small. One size larger was a perfect fit. Eventually I ordered 2 sizes larger so as to accommodate a light base layer underneath. It does that perfectly
8397296,22691979,"This forclaz trek 100 is a wonderful jacket, I questioned the rating but to my special it handles temperatures in the twenties just fine. This jacket is amazing for the price. It's quality is as good if not best than the jackets $100-200 more. Not sure how Decathlon has done it but it seems to me that all the other are way over priced.   If you are looking for a great quality jacket that is warm when you need it and in the $100 dollar price range look to no one else but Decathlon and their Trek 100. You will not be disappointed.   The only gripe I have with the jacket which was my fault, was the size. I had to return the first one due to size. I don't like a tight jacket. But on the positive note, the return/exchange policy from Decathlon was flawless."
8397296,22678471,Was looking for light weight and waterproof jacket. This fulfilled my requirements.
8397296,22664372,I bought this product with the hope that it would support me in extreme cold weather. But I am sorry to say that it is not so soothing at all. It failed to protect windy situations. I bought many products from Decathlon. They are really good. But this particular product disappointed me. I would not recommend it. My money got wasted!
8397296,22621432,Excellent product. Very soft and comfortable. Great quality
8397296,22587631,Good
8397296,22297345,"I have purchased three of these jackets. I purchased one for myself and loved it so much i purchased two more, one for each of my sons as early Christmas pesents. Warmest and most comfortable jacket I own."
8397296,22290697,"The jacket seems well made, but the size guide must be wrong. I compared the size charts for Decathlon men's 3X and another brand (rhymes with ""Coal Cumbria"") women's 3X, and they were the same chest measurements. The Decathlon jacket couldn't even close, much less be zipped up, and was tight in the shoulders, but the other brand was roomy enough for layering a heavy fleece. The other brand costs about twice as much, but that shouldn't effect the size chart accuracy."
8397296,22288771,superb product
8397296,22231841,"I ordered the XL people say this jacket is on the heavy side, but its very light   only issue i had is getting used to the zipper. I do wish there was a inside pocket. I was disappointed by how it came ... it was just tossed in a cardboard box with no bubble wrap or protective bag"
8397296,22225948,Very nice product by decthalon    Loved this.
8397296,22209061,"Don't think about what it's, it's a great price on a great jacket. Example, 38 with 10mph wind in a cotton tee, super comfortable. And I do NOT like being cold. Or even chilly."
8397296,22164033,I purchased the 2XL due to the reviews saying the fit was smaller. The 2XL was much too big and I ordered the XL and it fit much better. I purchased the Decathlon jacket as one to beat up and be able to replace much easier than my Arc Teryx Cerium Down Jacket. I wear an XL Arc Teryx Cerium. It's much warmer. The Decthlon is a great jacket for the cost.
8397296,22154996,"Jacket is without question, excellent for the price. Would love to see drop pockets and cinch cord on the hood, but for the price, it's a perfect no-frills ultralight puffy. I wear a size men's Medium (American here) in everything, so the size Large in this jacket fits perfectly with a mid-weight layer underneath, as well as the ability to add a shell over top without compressing too badly. I'm 6ft and about 170lbs."
8397296,22153830,"I'm 5'9"" and about 145 lbs and generally I find that small size outwear can be too big for me, but extra small stuff is usually too small. For example I just bought a small light puffer from REI that I was absolutely swimming in despite loving the jacket itself.    So... I decided not to size up like everyone recommended and went with the small. I'm very happy I did! I can use this as a fall/spring layer underneath a larger overcoat or raincoat. I probably wouldn't wear it over a thick sweatshirt (too tight), but I can easily wear it over a t-shirt or light sweater. Which is to say, it's a pretty tight fit, but not too tight. I do wish it were a bit looser at the bottom as it kind of rides up my bum. Butt, that's what I was looking for. Something that doesn't leave a ton of extra room.    Other thing that I like – the down layer extends over the wrist elastic a bit which is a neat feature.    Hope this helps! Can't speak to the long term durability but overall it seems like a great jacket, particularly for the price."
8397296,22144827,"This is my second Forclaz down jacket. It's a very light jacket but warm enough for all 3 season outdoor adventures. Considering the weight and the 800+ down, you cannot find another jacket at the same price level."
8397296,22139248,"My comment concern more the packaging. Since it is a fragile fabric, I suggest that you should protect it from an aggressive opening of the box (Cutter for example). The jacket was loose in the box and fortunately, I was very careful as opening the box. I could have cut the jacket very easily if not aware!!! Thank you."
8397296,22127810,It Fits me well n it’s warm …Very nyc jacket👌🏼
8397296,22107807,Received the product as displayed. Very good product but the packaging was very ordinary. It's partially damaged at time of delivery. Rest the product was super one..
8397296,22096055,Like it
8397296,22093757,Found from back side tiny portion of cotton came out within usage of three days
8397296,22035665,Great jacket
8397296,22017957,👍👍
8397296,22001329,A very lightweight warm down jacket that for the price is a steal. Wore overnight on a camping trip and kept me very warm. It won't be completely waterproof as down jacket are not made to be. But should shrug off a shower or two.
8397296,21950381,Great
8397296,21909623,"No frills down puffy, as advertised. Comments on website said it runs small so I got one size up from my regular size and it’s a perfect fit. I’ve worn so far as low as 35deg F and it was warm and cozy. Looking to use around town and on winter backpacking trips. Perfect for my needs…and my wallet!"
8397296,21794114,Perfect
8397296,21767256,"Good jacket, greedy Decathlon."
8397296,21560012,"Just tried this today - inside you get very warm in this jacket, outside it was around 18C going down to 11C and it kept me warm with just a tshirt and a mid layer, when static.     It does feel a little thin, I think you should go for the bigger one if you're looking for a winter trekking jacket or combine this with a thicker baselayer and/or jumper as I will. I was looking more for something 3 season for cold days, rather than 4 season for snowy mountains/deep winter!    I am wary though of the claims of -5C, I think you'd be a bit cold with two thin layers and this as claimed - but it's small and packable and really nice. It loses a star because of no drawstring on the hood - they did that on the waist, they could have done it for the hood. Not a biggie but could be a problem in strong winds.    I did buy the 2XL because the XL fitted me perfectly with just those two, but I thought when I add a baselayer and more tshirts it would have gotten a bit Michelin Man, so went 2XL - which means it isn't as affective for me when worn with a few layers but I think it's best to have space to layer up. Also under a waterproof even if the down is compressed I think it would be a lot warmer.    Also I found the cinch for the waistline when I got back, so that will now help keep warmth in more in future. Not sure how the little hook thing that hangs off the toggle works, is that to tidy the drawstring?"
8397296,21461255,"very comfortable, provided adequate warmth and when rolled it takes very little space."
8397296,21129720,Easily one of the best puffy around. As good as many $200 puffy down jackets and maybe even better. Have two of these. Use one on my backpacking and one to my office in winters.
8397296,21079973,"Used in:  Spiti (Himachal Pradesh)    Temp:  0 - 1 degree    Usage:  Used as Third layer (T shirt, Thermals and this, only three layers)    Pros:  - Firstly, one of the best and budget down feather jacket.   - Very light weight, easy to carry.   - Use this over a thermals of decathlon (the 799rs one) and you will be saved in these temperatures.   - Better than large thick jackets which will be very heavy and you will get tired in low temperatures very quickly    Cons:  - Should be very carefully handled against cuts and scratches  - Careful with high temperatures. Exposure to direct sunlight might fade the color"
8397296,21013688,"This has to be my favorite piece of gear out of all my other backpacking gear i own. So light, so soft, so comfortable and warm. The best light down jacket for the money anywhere. I am reg a large and the xl fits nice and snug with a little room."
8397296,20678981,Excellent
8397296,20333917,"The product looks classy and feels really warm but extremely lightweight. But the problem is with the fitting. I have previously bought a padded jacket in size M and so thought that it will be the right size and ordered M. It is even more perplexing to find that in the size chart it is written beside M 37"". Me having a 39"" chest I thought it will be a very tight fit. To my utter surprise, I found out that it is a little oversized for me. What is even more baffling is that the hood actually comes down to my nose, blocking my vision. This is completely unacceptable. Also there is no mechanism to tighten the hood. Disappointed."
8397296,20123756,Nice jacket good fit and compact
8397296,20040127,Works best along with a fleece jacket. Purchase the waterproof variant to account for unseasonal rains.
8397296,19931131,"Please read whole review.  I & my wife ordered exact same model of the jacket. To start with, we were very happy to use the jacket. We wore it outside, and it felt very warm, much better than other or equivalent brands. We were so happy that we decided to use it. We cut all the tag and other things of the product. After a few days, we started seeing small feather like material our shirts after wearing jackets on top of our shirts. We were wondering why our shirts are catching feathers. After careful observation, we found that the small feather like materials are coming out of the jacket. This is insane. I am a big decathlon fan, and I was not expecting this from Decathlon. I even have pictures and videos showing how the feathers come out of the jacket. Unfortunately, we cannot return the products now as we do not have tags. Please think before ordering this.    @decathlon: I know that you ideally sell great products. However, I hope you will test this product more from here on. If possible, can we return the products?"
8397296,19809540,Excellent value
8397296,19796335,"As an avid ultralight hiker i literally spend hours upon hours researching gear and reading and watching reviews. I've had a few ultralight (and some very expensive) puffy jackets and have since settled on this Forclaz one. I can't recommend it enough. Absolute brilliant in every way and at a fraction of the cost of some of the other (£200+) big brands versions, of which the Forclaz is comparable. Highly recommended. I'll be getting another when it eventually wears out."
8397296,19789757,Best product
8397296,19604039,"I'm really enjoying this jacket in the early spring in New England (US). My only complaint would be the sizing. I'm usually an L-XL so I typically order an XL to be safe. For this jacket, the XL was a bit snug so I ended up with an XXL (maybe my first). Fortunately, Decathalon was very good about making the exchange."
8397296,19579281,Very well made small details very nicely done and still so well priced
8397296,19546568,feels like good quality fill. outer shell is very soft and the whole jacket compacts down very easily. comfortable to wear and the hood is great.
8397296,19475522,just like all the thru hikers and youtubers tell you. This is one great jacket at a wonderful price.   I think I need to order the TREK 500 so I can go out more in winter.   LOVE IT
8397296,19452512,"Everything is as expected or better. Great, lightweight but warm puffer jacket for literally hundreds less than other brands. Packs up small and is very lightweight and comfortable. Feels premium and looks great with a good fit. Usually I wear mediums; bought a large and it fits perfectly."
8397296,19400577,My husband loves his jacket
8397296,19338948,Good Jacket that keep you warm well enough but not water repellent at all
8397296,19308030,"Looks and feels good quality ,fits nice and it's cheap for what you get !"
8397296,19234314,THIS JACKET WAS REALLY HELPFULL IN SNOW AREA WHERE THE WEATHER WAS AROUND 1 DEGREE TO -2 DEGREES.
8397296,19181112,its super light and comfy. fits great.
8397296,19151688,"Been out with ppl wearing a compact down jacket when the temperature drops, montaine, North Face etc, none of us can fault this jacket for warmth, waterproof it's not! But it's purpose is to keep you warm when it's dry and cold and at a fraction of the price, packs up into its own pocket really small, (you will need to google it), would make a good pillow if you were freestyliing it in a tent or bivvy.  Excellent equipment!!"
8397296,19087844,I had read through dozens of reviews on this particular jacket. I had never purchased anything from Decathlon. I love this lightweight down jacket it packs up into its own pocket and weighs nothing. My brother has since purchased one after trying mine out. Great quality and excellent value for the money. Thank you
8397296,19072199,"Terrific jacket for the price , lightweight and warm , looks good too ....definitely recommend"
8397296,19045081,"I love this jacket. The sleeve cuff is very comfortable. The entire jacket seems to be very well made. Pockets are nice and deep so they keep stuff from falling out even if you don't zip them closed. I'm glad I got the XL and I often wear just a large in t-shirts. I have worn it just commuting to work, but can't wait to test it out camping - there is still a little winter left this year in KY."
8397296,19018756,"Light weight, and warm jacket"
8397296,18948627,"The little jacket that could! Someone recommended this jacket on an outdoor trekking site and I decided to try it! Everyone in my family has one now! Lightweight, well stitched, attractive with a hood, this jacket does wonderful under your pack or just for everyday wear! It packs up into the left pocket into a minimal size for easy storing in your pack when not needed---I just love it! There is a size adjustment at the base of the jacket and the zipper comes all the way up bringing the hood area up around your mouth if you zip it all the way which is nice on cool nights of backpacking--get it--well worth it."
8397296,18885170,"This is the second Country walking magazine Best Buy that I have purchased and I have not been disappointed. The jacket is iight weight, compact yet incredibly cosy and I wear it for most outdoor activities I thought that not having a drawstring around the hood was a disadvantage but it is such a good fit it doesn’t need one This jacket is extremely good value for money but you must be careful as I don’t think it is particularly thornproof"
8397296,18830146,A must for winter and hiking trips
8397296,18810028,"I love this jacket. It is super lightweight, warm and very comfortable. I wouldn't wear it in a downpour unless I also wore a waterproof over it. However, it seems to resist light drizzle."
8397296,18737691,"After wearing thermal, fleece tshirt & down feather jacket, at 7 degree Celsius. the jacket hasn't stopped cold"
8397296,18737205,Good
8397296,18700766,Very good jacket
8397296,18686650,I bought the jacket as i wanted a mid layer in a moss / dark green colour based upon its reviews. It was well made and the size guide was spot on .  My Issue was that there was hardly any down in the arms and would never have been warm at +5 let alone -5 . The 800 fill can be misleading as i have a Rab 800 fill down which has loads more down in the baffles and whilst it was 2.5 times the cost they both are said to be 800 fill and something can only be good value if it works.  All jackets should state the amount / weight of the down in a given size and not fool people with down's fill which only tells of how quickly the down lofts after being compressed and the odd feather here of there won't loft or keep you warm.  Maybe i just had a faulty jacket or maybe people are fooling themselves by the price .
8397296,18684433,loved the product. very light
8397296,18656129,"Excellent, go for it"
8397296,18645217,"This Jacket has some great points to it, including the build quality and weight. As others have commented, it is pretty small for the size; I ordered one in the size of clothing I typically wear and what typically doesn't feel tight on me, only to find this jacket is very tight on me, almost to the point that I couldn't zip it. I guess it's just another good reason for me to continue my journey in losing weight. I would recommend you go up a size if possible, and if you are a 2xl (the top size avaialble), you should consider if this will work for you."
8397296,18633162,Very effective in cold weather.Light weight and compact.
8397296,18622711,Good product
8397296,18579310,Good warmth. Works in cold weather. over all good but   1. Head cap is very large and keeps your ears uncovered . No lace ro tie   2. Not much protective from wind  3. Feather coming out through stitch
8397296,18577629,Using it in Srinagar and it is very effective
8397296,18566810,Very warm and perfect looking
8397296,18555390,"Comfort, excellent one"
8397296,18536222,I will always like to buy a jacket from your shop
8397296,18535358,Simple sober AND nice product by Decathlon
8397296,18517831,"Writing this review after a months use.     I used this product in sub zero temperature, it simply is worth every penny you spend. Its is feather weight and warm, though with layers."
8397296,18512058,"I have Patagonia nano puff and Mountain hardware ghost shadow jackets. So far, I like the FORCLAZ TREK 100 best for 3 reasons. 1) it fits best. slightly snaggy fit makes it warmer and looking good; 2) very light for the warmth it has to offer; 3) unbeatable price which is only a fraction of what I paid for other two brands. Hence, I highly recommend this jacket."
8397296,18498485,And you guys advertising for -5 c.
8397296,18495670,Once I wear it the body temperature automatically chage you feel very warn in -2 to -5 temperature..
8397296,18459470,i got this jacket for christmas the only issus with is that it had a broken thred on it it should be ok but the quality could be a bit better. its compact and warm. its nice to wear on brisk days and fits very well i am normally a large size but got a 2xl as there sizes are not the same as the stuff you buy in the stores. so is this worth buying yes! if there is anything wrong with it i highly suggest you send it back.
8397296,18448644,Very good quality
8397296,18448174,"Bought this a few days ago as there was a cold wave where I stay, at Almora and Kausani - where the night temperatures are in the near zero.     However the jacket seems to be less effective as the temperature goes below the 10s. I found that it was effective after adding 3 inner layers - a themal, a thick full sleeve fleece, a hoodie and the jacket on top. With this much layering, this jacket can be replaced by another fleece instead and should be enough - especially compared to the price differential.    If you are purchasing this based on the temperature rating only, I would recommend go for something that is supposed to protect you in the negative -10/-15 from Decathlon, in the hopes that it will help you in the closer to zero temperatures. But that would increase your budget."
